LeagueIndex,APM,SelectByHotkeys,NumberOfPACs,GapBetweenPACs,ActionLatency
1,32.8884,5.5407801418439695e-05,0.0008865247999999999,9.9355,128.5
5,175.2834,0.0075341677,0.0041078009999999995,19.4848,37.4579
6,184.6338,0.0079292021,0.0063810201,30.7126,32.7738
4,108.4356,0.0021785921,0.00379285,31.1944,54.3391
6,168.96,0.0106001026,0.0028922323,24.1782,60.2167
6,124.7178,0.005754475699999999,0.0024357569,46.1266,87.2
2,78.2244,0.0019381047,0.0023257256,48.5638,86.24
4,102.1854,0.0032204515,0.0040172643,40.6307,51.9669
4,62.2398,0.0009156111999999999,0.003141055,42.065,58.332
2,56.5518,0.00030549900000000004,0.0017566191,24.5882,78.6087
5,133.305,0.0079335426,0.0039480895,27.4051,57.2114
5,135.4368,0.004774618400000001,0.0051595361,37.9968,50.5143
6,215.706,0.009833642,0.0058090915,22.2445,35.5887
5,122.45100000000001,0.004076087,0.0049014628,34.8468,47.9171
4,95.0922,0.0016432687,0.0025156212,31.9675,64.5806
5,163.2738,0.0110903602,0.0038374948999999998,36.8161,52.88
3,99.705,0.002241594,0.0035699459999999996,53.4111,63.31399999999999
2,52.3722,0.0005541701,0.002736215,75.9236,77.2152
4,95.75399999999999,0.0050440972,0.0031873743,46.4818,71.0485
6,173.2314,0.0073246473,0.0050631202,17.592,34.6933
5,82.0194,0.0024417654,0.0031058439,55.604,75.3026
3,99.20700000000001,0.0015825189,0.0034562212,42.3676,66.5201
3,65.9718,0.0005280946,0.0032477820000000003,55.4754,65.9187
6,124.1148,0.0027866382,0.0039784079,26.1898,48.3789
4,130.9572,0.010634562299999999,0.0029721595,48.2881,72.4388
3,119.1078,0.0028569396000000004,0.0038053013,25.8125,56.3614
5,91.5216,0.0020572486,0.0023525474,41.4286,85.4393
6,142.7916,0.0040510449,0.0045906132,23.2822,45.4627
4,61.2018,0.0027394044,0.0034144719,46.7241,75.6447
5,136.7616,0.0030026598,0.0034390325,22.7273,56.423
3,91.221,0.0011765984,0.0026066179,34.9371,78.1944
6,186.2586,0.0040349871999999995,0.0043343573,28.3253,44.5285
5,183.4848,0.0049060718,0.0036271385,29.6047,38.0578
6,132.9258,0.0028369776000000003,0.0045866118,24.9762,45.1207
6,134.2086,0.0039948615,0.0034152149,36.6267,53.7248
6,230.0214,0.016880236599999997,0.0025464104,42.1138,54.5161
5,99.5286,0.0013599275,0.0023420973,37.7049,62.1935
1,54.045,0.0003717221,0.0021965395999999997,63.2248,96.2462
5,76.611,0.0004995592,0.0034969145,37.7215,60.521
5,103.1706,0.0019684057999999997,0.0032516071,44.8,60.3831
5,112.9272,0.0011884889,0.0039465089,23.6313,52.4874
6,136.3812,0.0038153377,0.0045704566,37.4355,51.3461
3,146.9388,0.0060655738,0.0027322403999999996,44.4848,74.44
5,173.0568,0.0079066681,0.0034004202,26.459,52.7154
6,208.695,0.0117617301,0.0028297711,20.6966,37.3408
6,164.5494,0.00562838,0.003233012,27.0868,51.4182
4,62.943000000000005,0.0003009276,0.0023720173000000002,55.608999999999995,84.1791
2,82.374,0.0014873485999999999,0.0026431796999999996,34.0136,75.1186
3,59.3184,0.0004824064,0.0024829739,60.5747,81.0743
5,184.2078,0.0094880468,0.0036117640000000004,20.8924,54.3175
5,100.1874,0.0020657241,0.002965925,45.4872,71.2204
5,117.318,0.0024146504999999997,0.0035263459999999996,34.0136,50.4542
2,30.9402,0.0007280324,0.0020891365,73.5385,141.3939
4,79.2696,0.001232539,0.0030128732,32.4275,72.303
3,58.9332,0.0009776909,0.0015776375,21.7714,84.507
4,66.3678,0.0012338549,0.0027302321,46.7053,69.3462
3,47.6058,0.0005160846,0.0025159126,69.5172,67.0769
6,191.2926,0.019519623,0.0040927129999999996,50.516000000000005,56.0067
5,186.4278,0.0130638515,0.0042300259,30.3585,47.5259
5,111.5274,0.0018534396,0.0037447045,40.8108,60.3367
6,250.299,0.024904021000000002,0.0044453425,28.0091,43.1273
4,142.5444,0.0040428973,0.0027661928999999997,33.0233,54.2462
5,249.3198,0.0239137923,0.003432072,39.2662,50.5376
5,136.4202,0.0019941801,0.0034320438,42.49,59.3815
4,174.627,0.0157880095,0.0031297815999999997,49.3034,62.3556
2,94.0836,0.0008452192,0.0034865293,22.9313,59.7576
5,91.773,0.0037917432000000003,0.0035026865000000003,26.9463,59.8447
5,86.4678,0.0010356573,0.0030072419,47.4885,68.7245
2,80.6232,0.0007612515,0.0026267358,38.5815,66.9936
3,72.7032,0.0008286588000000001,0.0025072242000000002,57.6752,64.7458
4,154.7022,0.0021669411,0.0048106093,21.8165,35.8018
4,69.9984,0.002485712,0.002485712,53.2063,67.685
2,63.7386,0.0004831079,0.0018491370999999999,53.6364,89.2613
6,129.6288,0.0026964561,0.0051652893,35.3605,44.2576
5,72.459,0.000510124,0.002295558,28.3448,82.8376
3,158.3544,0.0124988575,0.0032332511,41.6596,65.4134
4,80.2752,0.0010205344,0.0030281008,77.0256,70.7574
6,187.6308,0.010865218999999999,0.0038524237,21.08,45.7166
4,72.2124,0.0016920137,0.0025280675,55.9683,77.3543
4,93.56700000000001,0.001805247,0.0036532216999999997,56.4575,59.6608
5,147.588,0.0048115158,0.0047054769,40.678000000000004,47.2901
2,67.8552,0.0005996896,0.0025751376,34.069,76.3014
5,156.7506,0.008846831,0.0043243838,35.1837,48.8448
5,155.4156,0.0019990044,0.003764662,36.6874,46.5124
2,65.6202,0.0013094967,0.00334491,59.1282,71.5234
2,86.0586,0.0054240880000000005,0.0025102175,50.0606,79.9598
6,178.2396,0.0036595899,0.0046142655999999995,27.3877,47.9409
6,156.5256,0.005910953199999999,0.004948418,28.95,42.0948
5,111.5724,0.0021610153,0.0041157518,45.1388,50.3866
1,39.8712,4.32625749884633e-05,0.0026101754,62.1556,102.45299999999999
5,110.7012,0.0045168241,0.0049312117,56.7308,42.2569
6,193.8072,0.013859491100000001,0.0059783831999999995,27.6604,38.4105
4,82.7364,0.0025032761,0.0027804845,35.2485,71.1782
6,154.4874,0.0035922058,0.0039251419,28.1435,50.2857
6,123.3774,0.0034485227,0.0040212878,34.2262,55.3353
5,111.1386,0.0045757072,0.0030504714,64.1379,67.1818
6,241.99200000000002,0.0143832032,0.0057573074,17.9054,29.9371
5,116.5392,0.0015504159,0.0038577995,27.8863,57.6548
5,157.6536,0.0057748374,0.0043638334,23.0215,51.152
4,92.7486,0.0027022462,0.0029696559999999998,55.8667,76.6445
5,147.6786,0.0035402190000000003,0.0037507896000000002,22.6761,57.1368
3,73.67699999999999,0.0011722413,0.0028133792,40.0748,70.8889
3,72.5712,0.0008144021,0.0035147878000000004,49.1534,62.9268
4,96.4116,0.0,0.0028663561,29.822,61.4167
3,110.5272,0.0016965168,0.0030172229,41.9857,73.3808
5,144.4626,0.0049495017,0.004113437199999999,28.3265,47.4146
3,88.0062,0.0017174933,0.0035187668,82.5817,60.1905
2,91.8954,0.0010237294999999999,0.0029399412,36.0721,58.4643
4,209.8026,0.0088366319,0.0052399036,16.4755,36.2369
4,61.9542,0.00027458450000000003,0.0035146811,39.7906,62.4792
2,103.2642,0.0008516658,0.0029880478000000005,39.3204,66.8599
2,71.7522,0.0016064257,0.0022706209,46.0274,87.9184
6,124.098,0.0053495763,0.0050317797,45.9842,43.8105
4,71.7912,0.0015422002,0.002827367,48.5643,81.2397
2,37.3692,0.0004643286,0.0017753742000000002,84.8125,116.3692
6,140.874,0.0085153383,0.0036430684000000003,39.902,52.2249
3,104.1798,0.0041282642,0.0033602151,37.4337,67.7571
5,143.4288,0.0092911422,0.0030574684999999996,35.8824,54.7184
3,64.548,0.0017040898,0.0024558941,42.3385,75.5102
3,52.869,0.00034209089999999995,0.0023034118,38.48,91.2871
6,155.502,0.007781649200000001,0.0029761905,28.3922,54.1073
3,85.2612,0.0019561969,0.0028703995,61.9931,77.9315
5,109.7646,0.0023382697,0.0053986521,21.2511,42.879
6,213.3366,0.0089618644,0.005317796600000001,24.624000000000002,33.5777
4,72.1902,0.0005723443,0.0026981947,24.9756,72.3394
4,97.84200000000001,0.0025618538,0.0025849335,34.991,57.8214
6,311.0094,0.0351702509,0.0052120669,12.7931,36.9857
6,109.5564,0.0036789159000000004,0.0028059528000000003,58.0,66.9926
6,137.685,0.0018938273000000002,0.0034769486,27.9145,52.6809
2,73.743,0.0011539366000000001,0.0024107720000000003,62.6667,86.1951
4,63.3156,0.0011005479,0.0026577061999999998,56.3363,92.5639
5,175.2924,0.0194750784,0.0030678992,53.1327,74.5551
5,181.88099999999997,0.0142820095,0.0032972733,20.8588,60.8764
3,52.9224,0.0008306305,0.0024918915,46.4,71.9683
5,90.228,0.0014817042000000002,0.0026842466999999997,50.6129,76.16
5,158.3616,0.0039700097999999994,0.0043510324,28.6006,44.4294
3,79.6956,0.0011450568,0.002704283,64.4163,73.7658
6,214.8654,0.0115566159,0.00438664,19.4956,41.3333
6,119.499,0.0020952443,0.0037746881,36.7235,53.3253
4,50.838,0.0014128989000000002,0.0017453457000000002,45.3548,84.5714
5,131.4936,0.00558317,0.0038679642,53.6909,54.0814
3,69.5748,0.0010164546,0.0036233616999999997,57.3775,69.4389
6,197.07,0.0102848101,0.0031324837,21.1781,56.6143
4,129.3876,0.0040090701000000005,0.0037168638,25.388,53.4717
6,206.6238,0.010933843899999999,0.0047755797,23.875,46.6281
5,111.2382,0.0033481403000000004,0.0025856925,42.3742,70.9487
4,151.65,0.0041456809,0.0041456809,44.2989,45.2149
6,131.3226,0.0068352906,0.004456489,28.8542,52.3108
3,112.1214,0.0007907014,0.0031726892,43.1125,69.8193
5,67.332,0.0020980926,0.0026975477,46.9796,78.0606
6,136.6296,0.0033382413,0.0039855808,34.8115,57.6178
2,71.4978,0.0016275399,0.0024413099,61.6244,89.2727
5,98.4912,0.0025569906,0.0036404611,33.1821,59.3929
5,164.571,0.0033818059,0.0060402811,26.9159,42.1586
4,72.2544,0.0023989034,0.0025131369,47.6806,95.6818
3,52.3182,0.0011409344,0.0022818688,46.7692,88.339
3,87.4092,0.0007513147999999999,0.0031304783,45.2121,84.76
6,165.303,0.0086169908,0.0046124142,29.9067,42.9044
5,158.0754,0.0049663184,0.0043992301,19.4353,38.7031
4,118.3608,0.0054570913,0.0028676103999999997,36.094,79.6923
3,72.9042,0.0032885121000000004,0.00261863,51.0467,78.9023
5,130.7874,0.0008727544,0.0037165608,32.0741,45.4776
6,178.3326,0.0097891566,0.0037650602000000003,30.9535,51.961000000000006
3,77.5146,0.0016773629,0.0029779269,34.6066,80.1633
5,88.4334,0.0017264001000000001,0.0020198881,31.930999999999997,84.6154
6,103.8936,0.0032017478000000003,0.0027685701,24.136999999999997,66.0408
4,63.6066,0.0012070353,0.0025002874,47.3064,86.9195
3,38.7666,0.0006996114999999999,0.0022058339000000002,103.4157,111.8358
7,143.7066,0.0072799606000000005,0.0055471248999999995,32.0741,47.3567
4,114.8028,0.0011900841000000001,0.0032184665000000003,30.7786,60.9302
6,134.61,0.0051578589,0.0055932010999999995,28.461,41.1574
5,107.7972,0.0026882868,0.0026562833000000003,52.0161,66.0884
5,152.9214,0.0048177496,0.002503962,33.4013,47.8228
6,161.6112,0.0056718898,0.0045117305,29.2146,41.473
6,162.6486,0.0039259514,0.0038399817,25.9476,49.8955
4,80.8956,0.001528311,0.0035691653999999997,54.5445,56.3864
6,191.5086,0.0035145506,0.0063499609,26.0295,36.8984
6,169.4076,0.0053107682,0.0054465935,24.24,42.3541
5,146.9736,0.006694797,0.0044853479,31.3309,44.8
5,109.8738,0.0041375312,0.0039706244,32.9313,55.5398
4,126.9336,0.0039393096,0.0048858575,23.8171,50.1425
6,132.6198,0.0027176647999999997,0.0041142426,33.1534,52.7584
4,121.2762,0.0055398346,0.0033413148,39.3072,62.1368
5,117.6066,0.0027574029,0.002866069,25.7333,57.2322
4,83.2626,0.0016745469,0.0023312319,32.2857,72.169
4,73.7772,0.00024853369999999997,0.0027835769,57.00899999999999,60.1071
5,151.8942,0.0083420619,0.003104893,26.439,47.75899999999999
5,61.1094,0.0011471519,0.0027788765999999998,39.9286,90.6619
3,69.7362,0.0012580539,0.002727743,37.4892,78.9655
4,106.2234,0.0027815285,0.0029300566999999997,49.1111,62.5069
3,109.4916,0.0030188985999999997,0.0017192829999999998,30.6349,82.2362
3,91.3188,0.0008968027000000001,0.0026644138,34.549,74.6732
5,155.262,0.010131881899999999,0.0027632405,47.9087,76.1212
5,149.9052,0.0039890421,0.004878166,41.521,43.931000000000004
5,105.0456,0.0015604026999999998,0.0034815436,23.7295,61.2048
2,88.5954,0.0001535455,0.0021729015,61.7339,71.0921
4,113.2068,0.0040783686999999996,0.0037485006,40.3529,61.1307
2,82.5966,0.0022040563,0.0026903974,56.6486,75.9385
4,91.7862,0.0015333805,0.0031650547,44.1,68.6957
2,70.1142,0.0005732484,0.002462845,63.0957,73.5517
5,121.848,0.0033100198,0.0046938699,38.3633,47.5857
2,94.0596,0.002269377,0.0030064396000000003,64.4569,75.3892
6,86.1174,0.0003965107,0.002544277,54.3158,66.02600000000001
1,46.5588,0.00042049620000000003,0.0022226227,42.0136,95.027
2,53.5938,0.0017699374,0.0027061026,65.0217,84.3459
2,39.2142,0.0006761078999999999,0.0019919739,89.5385,108.4526
1,70.41,0.001090021,0.0027045633,103.7568,88.2303
4,133.5432,0.0027829314000000003,0.0036969333,33.0074,60.4871
2,94.2102,0.0019753297,0.0023590268,62.9333,72.1205
5,101.7954,0.0031418010999999997,0.003125,46.3784,63.4409
5,58.101000000000006,0.0016602204000000001,0.003648836,69.2632,62.75
6,87.3768,0.0023314964000000003,0.0039741416,29.1639,61.16
4,105.609,0.0025003348999999998,0.0029021744,30.9653,76.6615
4,96.3294,0.0047870403999999995,0.0026574445000000003,43.8897,81.9178
3,56.9916,0.0008441942999999999,0.0028732227,36.9948,74.1031
2,74.52,0.0014728484,0.0025742828,56.44,80.0995
1,47.9412,0.0005697273,0.0018378299,89.9798,94.68
3,48.4512,0.0010055616,0.0024332107999999997,46.7282,82.5714
2,49.896,0.0002527973,0.0022861665,67.6916,111.0192
1,48.1542,0.001958751,0.0025204517,54.8506,101.0971
5,109.7706,0.0024842036999999997,0.0030917534999999998,20.4211,61.0306
3,100.1742,0.0005656943,0.0032834865999999997,56.9023,65.8427
5,106.4778,0.0034350986,0.0036334781,40.3228,72.5632
6,244.8762,0.0295675301,0.0042900093,40.9405,46.5445
4,75.11399999999999,0.002160804,0.0029480737,69.0286,60.9318
6,88.6158,0.0020716188,0.0044145211,38.7836,53.2216
4,58.0584,0.0006862178999999999,0.0024920542999999997,57.0588,102.8986
3,62.9298,0.0014298503,0.0021385587,52.3275,122.7907
1,84.5352,0.0023547881,0.0032467532,68.1989,63.5824
3,93.0348,0.0021768335,0.0038063489,32.3279,57.63399999999999
5,125.6172,0.0040353948,0.0032088681,34.3222,59.9515
4,85.22399999999999,0.0012381567999999999,0.0029473514,31.5229,58.5388
4,169.0749,0.0021832445,0.0030343398,25.4321,54.2439
6,149.2314,0.0080386882,0.0038752241999999997,41.2376,51.9339
3,103.0074,0.0018186542000000001,0.0030419156,36.4857,73.7224
5,254.5392,0.0222099587,0.0044600854,27.122,46.9858
3,74.0214,0.00034932459999999997,0.003709495,43.3333,60.5202
3,189.465,0.0078999342,0.0037853851,21.8641,49.1401
7,178.8342,0.015910490700000002,0.0047923938,34.681,46.2276
2,47.6664,0.0016953735999999998,0.0019033949,53.033,112.3497
4,132.9432,0.0053623053,0.0032640119,30.8777,61.6571
4,73.8462,0.0010889477,0.0036332179999999997,31.2809,59.2381
3,75.783,0.0009781808,0.0028079542999999998,51.358000000000004,68.5738
6,130.2642,0.0022790866000000003,0.0045525318,23.7122,45.6159
6,120.1956,0.0017121163,0.0058373241,30.6936,43.3539
1,103.0962,0.0006593917999999999,0.0029090815,56.0,70.7733
3,61.4232,0.0023081361999999998,0.002319233,50.25,94.1053
4,52.7208,0.0010651761,0.0025416579,69.0333,80.6971
2,46.8024,0.0010163519999999999,0.0026651007,75.1111,89.2542
5,90.7992,0.00467762,0.0031616046000000004,53.7942,61.9344
4,109.1106,0.0025404065,0.0033205313,19.142,66.9639
4,106.2648,0.0016750697,0.0034164787,24.0976,59.1845
4,100.0632,0.0039582897,0.0034002929,46.4742,61.7641
3,81.8118,0.0007211655999999999,0.0027135384000000003,37.629,66.3604
4,66.3702,0.0030864198,0.002430897,59.7727,82.1124
7,157.6344,0.008552172299999999,0.0046587187,22.4855,48.5764
3,111.5712,0.0037019940999999997,0.0041912851,41.3687,57.1982
4,93.4368,0.0019906083999999998,0.0028710698,39.8036,68.64
5,82.1292,0.0015969163,0.0025055066,26.0444,70.1538
1,48.5838,0.0010932475999999999,0.0021061092999999998,86.0308,88.2137
5,203.2734,0.0179335308,0.0034962159000000003,34.2301,54.7765
2,42.8712,0.00044970769999999995,0.0025108679000000003,82.6165,105.2537
3,62.5908,0.0009186486,0.0021435132999999998,82.3614,89.9048
5,129.0774,0.007262888100000001,0.0041400496,35.6355,53.7396
1,53.0832,0.0009749612,0.0031132284999999997,62.9429,72.6406
2,74.5758,0.001036648,0.0041169734000000005,45.8846,64.9017
5,106.7148,0.0016204704,0.0038428297999999997,40.8871,58.5382
1,87.0408,0.0053314424,0.0033616977,46.0787,71.1562
6,264.3282,0.0259095921,0.0027563396,45.7079,54.6667
4,151.278,0.0040571623,0.0044192188,40.0193,52.693999999999996
3,165.5874,0.0131198087,0.0027057639000000002,27.2,62.7442
4,107.0412,0.0015531523,0.003290382,49.993,73.2867
5,77.03399999999999,0.0012974915,0.0023620998999999998,36.4539,83.2676
5,90.4704,0.0005489197000000001,0.0015369752,19.5362,85.7714
6,152.8266,0.004704948,0.0033331729,22.7246,44.9964
2,40.5048,0.0009564293,0.0024619199,78.8116,107.4245
5,149.7672,0.0077385964000000005,0.0034297459000000004,36.5507,53.6318
2,70.9566,0.0019656259,0.0032246011999999998,41.1212,66.0252
3,142.1322,0.0077980744,0.0038907940000000004,63.7106,49.1525
5,163.0764,0.0054742908,0.0039893617,34.3687,41.3778
6,99.3462,0.0032574431,0.0030647986,30.7816,61.7829
4,139.8048,0.0010858299,0.0044296925,39.0279,45.1365
4,101.65799999999999,0.0024894068,0.0025688559,51.5417,72.6598
4,114.522,0.0021030311,0.0034239433,35.084,63.797
1,94.2588,0.006836564399999999,0.0025757478,44.4375,75.5514
5,164.7522,0.006742994699999999,0.0039655598,26.5938,51.4553
5,112.2768,0.0026342975,0.0038533058000000003,39.3118,54.2842
2,86.6322,0.0006929381,0.0024554108999999998,42.2469,77.4233
4,116.3022,0.0041535012,0.0045357252,57.5593,46.4719
4,130.4664,0.0023069451,0.0045194539,31.7485,54.0537
6,115.8912,0.008956505699999999,0.0027452303999999997,46.2472,73.6983
4,103.6962,0.0006417747,0.0040985058,51.027,55.6026
4,105.7266,0.0079233035,0.0036957233000000003,54.9778,62.8782
4,105.6042,0.0034593681,0.0025159041,49.4624,66.4714
1,69.8094,0.0027415729999999998,0.0033932584000000003,52.412,76.7947
2,58.8558,0.0013636364000000002,0.0024064170999999997,50.1229,88.0222
5,173.87400000000002,0.0074062402,0.0022652064,33.1579,56.8348
2,73.0272,0.0023942163,0.0038104031,59.7531,66.9487
6,116.0592,0.0034628568,0.0054576871,34.1753,45.0862
5,150.9036,0.0048906619,0.0031619384999999997,27.0235,61.8692
4,83.7276,0.0008473492,0.0037411268,45.3562,58.9573
3,77.8542,0.0032209361,0.0027428284000000002,63.1111,84.367
5,105.0756,0.0020923711,0.0036917751,36.4762,58.457
4,86.523,0.0012487423,0.0038450482000000003,36.5433,54.2523
1,58.4136,0.001569366,0.0016042407999999999,46.2418,106.5652
2,67.4424,0.0015411839,0.0023688567,57.5515,99.6386
4,87.1218,0.0035482388,0.0034764121000000004,45.8755,67.438
4,107.4156,0.0016212711,0.0041316263,34.8426,53.3468
5,126.6186,0.0014778576000000002,0.0050068796999999995,29.2245,50.4936
5,152.7624,0.0032870502,0.0043496741,21.1895,42.3583
4,140.3412,0.0043838635,0.0025632426,31.434,68.972
2,92.84100000000001,0.0025177336,0.0030650670000000003,37.9498,65.2571
4,38.028,0.000329691,0.0020252448999999997,77.4375,85.0543
1,94.9017,0.0033131755,0.0020265054,118.0,110.0952
4,102.8232,0.0038156918,0.0029288013,32.3121,62.507
4,104.00399999999999,0.0010718946,0.002578761,42.2061,62.3373
4,103.8072,0.0023686379,0.002288539,32.3819,71.44
1,51.5208,0.0009119692,0.0022024916,52.7874,101.3438
4,111.6846,0.0036425939000000003,0.002836328,20.2653,75.4518
5,191.53799999999998,0.006429419699999999,0.0041463614000000005,30.0693,46.1037
5,76.2102,0.0019186493,0.0034429095000000002,34.0621,63.6037
4,119.1048,0.0063699929,0.0041577783000000005,39.2476,58.3373
3,59.6868,0.0014122316,0.0037931839,56.5062,73.8954
3,64.104,0.0015994094000000001,0.0017685778,34.5965,89.3565
6,106.3542,0.002940799,0.0043737702,27.7451,47.4328
6,150.12,0.0049805206,0.0045267399,27.4608,48.7139
3,65.6376,0.0007110843,0.0033938114,49.0064,77.6762
4,62.085,0.0007695227,0.0036578681,37.341,75.6311
6,166.2996,0.0054999362,0.0047984951,28.8533,40.2791
4,108.7014,0.007397260300000001,0.0034855403,39.3333,67.4236
5,116.6394,0.0020373475,0.0035391636,42.2706,61.75
1,44.8266,0.0001167733,0.0021369517,58.2418,94.7541
2,78.831,1.05717185385656e-05,0.0029389378000000002,48.5921,82.0719
1,60.0696,0.0009275711,0.0027696488000000003,51.8104,76.1698
3,62.0796,0.0019177754000000002,0.0017979144,70.8475,85.8667
4,89.6916,0.0031095755,0.0036031589000000003,31.3211,59.9269
4,101.9682,0.0014363144,0.0033401084,51.3415,58.9128
2,69.9852,0.0010041327,0.0026431096999999996,82.3711,75.9309
3,55.028999999999996,0.0020121216,0.0033155202000000003,72.8571,80.4226
3,139.575,0.0035145386,0.0048546144,24.2507,48.6146
2,54.2406,0.0026833388000000002,0.0026152337,68.0628,99.8333
4,104.1408,0.0033401558000000003,0.0036670646,41.3385,61.9845
5,60.6252,0.0019744835999999997,0.0032947004,52.0285,68.0426
6,187.1844,0.0044450957,0.0043229777,29.881,45.2542
6,173.5944,0.010792328899999998,0.0048899756,33.1451,41.875
3,128.6142,0.0038917495,0.0027541612,24.7033,55.6087
5,133.7118,0.0051543223,0.0044472681,30.8176,47.4562
3,101.3286,0.0015445016,0.0028598190000000004,45.1329,74.007
4,82.8816,0.0014787066,0.0035291797999999997,33.1236,66.7263
1,56.5278,0.0012648425,0.0021683015,58.8434,94.1429
4,57.6762,0.0013734107999999999,0.0024328991,42.2295,96.6452
3,77.7006,0.0020205622,0.0041154098,42.7536,62.0505
4,61.3074,0.0010690917,0.0028852594,53.3274,79.8214
6,139.9986,0.0037258653,0.0046823561,26.3714,43.2589
5,65.2284,0.0009796364,0.0032279823,38.48,66.8259
2,71.3928,0.00048124480000000003,0.0020787102999999998,82.4774,90.3023
5,153.9948,0.0081341301,0.0037159056,45.531000000000006,50.5567
4,93.1122,0.0018873547,0.0027068640000000002,42.6296,72.5872
1,78.1968,0.0004091653,0.0025718962,51.27,71.3485
1,66.5358,1.33696989143804e-05,0.0016110487,55.15,97.9917
1,38.3322,0.0005083732,0.0019736842,60.3452,113.4141
4,173.5266,0.010021322,0.0035181237,34.7347,44.403999999999996
5,161.2872,0.0071647785999999995,0.0062057138,34.1931,41.3527
2,63.261,0.0034163006,0.0028740307,72.2844,95.8491
5,107.1588,0.0008923860000000001,0.0030185927000000003,26.0412,60.1131
3,57.9306,0.0010567846,0.0026537034000000004,57.5467,78.9912
1,43.6686,0.0002128041,0.00208324,48.8,104.6237
2,50.9088,0.0008147746000000001,0.0017992939,52.4615,77.9623
4,131.3826,0.0057178407999999995,0.0034218166999999996,27.9652,56.32899999999999
4,113.2158,0.0017161504,0.0040409847,45.5094,55.0962
4,71.5008,0.0006298655,0.0035810333,40.5624,64.0949
5,131.898,0.008641428199999999,0.0018359078,25.4035,85.5172
5,130.6962,0.0016261073999999998,0.0035606146000000003,32.5534,50.18899999999999
4,115.0944,0.0047321278,0.0040455466999999995,44.2932,62.9452
6,95.0328,0.0031947896999999998,0.0037135578000000004,47.1302,59.1646
4,125.3988,0.0045890697,0.0035591364,46.9725,60.8352
5,175.446,0.0158234383,0.0035105834000000004,35.0815,56.9412
4,79.827,0.0011144491,0.0034765965999999995,56.1399,69.3659
1,31.5294,0.0001495478,0.001935325,76.895,111.1818
3,90.2346,0.0024254719,0.0040865526000000004,32.6354,54.9353
5,99.1626,0.0034740852,0.003675287,39.8974,65.8978
4,71.3442,0.001637834,0.0017146073999999999,75.4545,114.6269
6,114.2724,0.0031757153999999997,0.0035260612,34.7138,62.5897
6,196.3764,0.0059173886,0.0051696576000000004,22.77,38.6135
4,111.3066,0.0043089754,0.0024622716,55.8699,57.4194
4,58.7016,0.0001831502,0.0032967033000000003,56.64,68.9524
2,47.4726,0.0001481774,0.0022473575,60.4889,111.0769
5,121.2348,0.0023056786,0.0058799839,31.1218,44.1164
5,176.793,0.007109360899999999,0.0042385619,21.1388,37.2766
6,115.1928,0.0026994249,0.0040686984,33.6096,48.4808
1,76.308,0.0013778183,0.0027214757,49.7647,73.4059
4,121.9068,0.0057431888,0.0031570745,74.7463,61.166000000000004
3,76.083,0.0022710218,0.002596864,44.9313,75.1027
4,71.274,2.83494925440835e-05,0.0031326189,33.1636,69.1041
3,76.944,0.0006624753,0.0035072222999999996,32.7435,57.0074
6,161.4576,0.002688172,0.0052594669999999994,27.8726,32.8254
3,70.0308,0.0,0.0018503566,62.2222,86.7636
3,58.4388,0.0010918619999999999,0.0027114572999999997,34.7297,71.5436
2,49.4712,0.00018801029999999998,0.0024978513000000003,34.086999999999996,69.0753
5,103.863,0.0030675498,0.0040122277,26.8647,57.7672
1,83.01,0.00040292,0.0030337504999999997,40.5039,72.0
6,151.2702,0.0033410672999999998,0.0037703015999999995,34.284,50.0431
1,61.971000000000004,0.0001379057,0.0026661763000000002,54.5043,68.2069
3,43.3578,0.0002447248,0.0029502937,62.7593,88.7373
4,134.0598,0.0068452381000000005,0.0028645833,34.7895,67.6883
6,141.6246,0.0045307715,0.004174183,16.2922,46.9347
4,175.8858,0.007265614100000001,0.0041684132,29.6583,54.2793
3,121.3596,0.0051168844,0.0037898121999999997,59.3649,61.8721
6,115.0548,0.0023360098000000003,0.0034277128,45.7869,56.2466
3,95.6886,0.0036456927,0.0016203079000000002,33.1064,110.3333
2,38.8008,1.81343391846801e-05,0.0026476135,86.2345,81.1507
4,116.2284,0.0047854182,0.0017678614999999999,56.1404,76.4828
4,97.179,0.0021912591,0.0030073142999999997,29.4747,65.2261
1,33.8424,0.00035991269999999996,0.0017647332000000002,72.4503,125.8421
4,108.8166,0.0016049132999999998,0.0031971895,48.8571,58.4506
4,110.7204,0.002386488,0.0040344639,37.9898,54.5898
3,107.3178,7.32150178644644e-06,0.0035509284,32.0331,59.0268
3,94.1658,0.0007524322999999999,0.0039196472,45.5426,63.0357
4,73.2666,0.0013602686,0.002517944,70.0,81.2874
6,186.1506,0.0135583548,0.0051676037,28.2377,38.6912
4,105.3642,0.0031427894,0.0035934534999999997,30.7682,57.5314
6,65.373,0.0005662277,0.0024746246,54.9402,70.1356
2,80.0532,0.0009213005000000001,0.0029276882,61.1228,76.2517
3,77.6472,0.0019371880999999999,0.0016730260999999998,56.1062,88.0
4,109.6242,0.001768526,0.0034790676,31.2134,65.4833
6,167.2536,0.011675701399999999,0.003752904,25.8008,60.8095
3,127.4898,0.0042034675,0.0031730455,34.5285,56.3918
2,98.4516,0.0020101981,0.003052069,39.3387,66.1365
3,60.4554,0.0009515435000000001,0.0024543259,43.9357,89.0267
6,122.03399999999999,0.0035978861,0.0040579437,35.4052,56.2442
